"reference_date","target","horizon","target_end_date","location","output_type","output_type_id","value"
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0206",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0207",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0207",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0207",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0207",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0207",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0208",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0208",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0208",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0208",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0208",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0209",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0209",14
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0209",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0209",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0209",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0210",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0210",14
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0210",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0210",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0210",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0211",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0211",14
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0211",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0211",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0211",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0212",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0212",14
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0212",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0212",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0212",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0213",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0213",14
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0213",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0213",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0213",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0214",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0214",14
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0214",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0214",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0214",17
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0215",15
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0215",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0215",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0215",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0215",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0216",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0216",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0216",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0216",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0216",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0217",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0217",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0217",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0217",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0217",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0218",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0218",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0218",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0218",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0218",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0219",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0219",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0219",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0219",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0219",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0220",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0220",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0220",15
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0220",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0220",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0221",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0221",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0221",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0221",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0221",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0222",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0222",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0222",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0222",19
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0222",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0223",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0223",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0223",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0223",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0223",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0224",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0224",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0224",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0224",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0224",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0225",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0225",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0225",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0225",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0225",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0226",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0226",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0226",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0226",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0226",20
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0227",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0227",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0227",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0227",20
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0227",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0228",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0228",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0228",19
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0228",20
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0228",19
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0229",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0229",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0229",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0229",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0229",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0230",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0230",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0230",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0230",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0230",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0231",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0231",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0231",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0231",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0231",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0232",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0232",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0232",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0232",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0232",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0233",17
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0233",19
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0233",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0233",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0233",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0234",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0234",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0234",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0234",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0234",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0235",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0235",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0235",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0235",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0235",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0236",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0236",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0236",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0236",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0236",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0237",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0237",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0237",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0237",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0237",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0238",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0238",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0238",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0238",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0238",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0239",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0239",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0239",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0239",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0239",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0240",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0240",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0240",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0240",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0240",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0241",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0241",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0241",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0241",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0241",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0242",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0242",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0242",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0242",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0242",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0243",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0243",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0243",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0243",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0243",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0244",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0244",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0244",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0244",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0244",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0245",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0245",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0245",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0245",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0245",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0246",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0246",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0246",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0246",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0246",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0247",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0247",16
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0247",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0247",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0247",9
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0248",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0248",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0248",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0248",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0248",10
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0249",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0249",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0249",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0249",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0249",10
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0250",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0250",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0250",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0250",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0250",10
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0251",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0251",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0251",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0251",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0251",10
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0252",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0252",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0252",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0252",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0252",10
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0253",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0253",9
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0253",9
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0253",9
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0253",10
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0254",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0254",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0254",14
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0254",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0254",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0255",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0255",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0255",14
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0255",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0255",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0256",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0256",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0256",14
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0256",15
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0256",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0257",14
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0257",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0257",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0257",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0257",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0258",14
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0258",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0258",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0258",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0258",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0259",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0259",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0259",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0259",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0259",21
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0260",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0260",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0260",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0260",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0260",21
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0261",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0261",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0261",17
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0261",18
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0261",21
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0262",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0262",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0262",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0262",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0262",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0263",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0263",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0263",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0263",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0263",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0264",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0264",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0264",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0264",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0264",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0265",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0265",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0265",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0265",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0265",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0266",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0266",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0266",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0266",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0266",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0267",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0267",18
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0267",20
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0267",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0267",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0268",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0268",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0268",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0268",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0268",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0269",18
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0269",15
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0269",16
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0269",17
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0269",18
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0270",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0270",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0270",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0270",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0270",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0271",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0271",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0271",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0271",16
2024-12-28,"wk inc flu hosp",3,2025-01-18,"02","sample","0271",16
2024-12-28,"wk inc flu hosp",-1,2024-12-21,"02","sample","0272",16
2024-12-28,"wk inc flu hosp",0,2024-12-28,"02","sample","0272",17
2024-12-28,"wk inc flu hosp",1,2025-01-04,"02","sample","0272",18
2024-12-28,"wk inc flu hosp",2,2025-01-11,"02","sample","0272",16
